categoria,nivel,jurisdicao,visto,data_round,ocupacao,anzsco,ocupacao_canonica,classificacao,classificacao_versao,nivel_ocupacional,codigo_status,identidade_ocupacional,metrica,valor,unidade_extra,fonte_url,arquivo_local,sha256_fonte,validado
visto_de_convite,federal,FEDERAL,189,2026-06-04,Barrister,271111,Barrister,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:271111,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Biotechnologist,234514,Biotechnologist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234514,pontos_minimos,95,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Boat Builder and Repairer,399111,Boat Builder and Repairer,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:399111,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Bricklayer,331111,Bricklayer,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:331111,pontos_minimos,65,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Cabinetmaker,,Cabinetmaker,,,unclassified,missing,UNCLASSIFIED:cabinetmaker,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Cardiologist,253312,Cardiologist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:253312,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Carpenter,331212,Carpenter,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:331212,pontos_minimos,65,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Carpenter and Joiner,331211,Carpenter and Joiner,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:331211,pontos_minimos,65,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Cartographer,232213,Cartographer,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:232213,pontos_minimos,85,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Chemist,234211,Chemist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234211,pontos_minimos,85,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Child Care Centre Manager,134111,Child Care Centre Manager,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:134111,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Chiropractor,252111,Chiropractor,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:252111,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Clinical Psychologist,272311,Clinical Psychologist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:272311,pontos_minimos,75,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Construction Project Manager,133111,Construction Project Manager,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:133111,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Dancer or Choreographer,211112,Dancer or Choreographer,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:211112,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Dermatologist,253911,Dermatologist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:253911,pontos_minimos,85,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Diagnostic and Interventional Radiologist,253917,Diagnostic and Interventional Radiologist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:253917,pontos_minimos,85,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Drainer,334113,Drainer,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:334113,pontos_minimos,65,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Economist,224311,Economist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:224311,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Electrical Engineering Draftsperson,312311,Electrical Engineering Draftsperson,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:312311,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Electrical Engineering Technician,312312,Electrical Engineering Technician,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:312312,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Electrician (General),341111,Electrician (General),ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:341111,pontos_minimos,65,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Electrician (Special Class),341112,Electrician (Special Class),ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:341112,pontos_minimos,65,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Electronic Equipment Trades Worker,342313,Electronic Equipment Trades Worker,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:342313,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Electronic Instrument Trades Worker (General),342314,Electronic Instrument Trades Worker (General),ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:342314,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Electronic Instrument Trades Worker (Special Class),342315,Electronic Instrument Trades Worker (Special Class),ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:342315,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Electronics Engineer,233411,Electronics Engineer,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:233411,pontos_minimos,95,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Emergency Medicine Specialist,253912,Emergency Medicine Specialist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:253912,pontos_minimos,75,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Endocrinologist,253315,Endocrinologist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:253315,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Engineering Manager,133211,Engineering Manager,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:133211,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Environmental Consultant,234312,Environmental Consultant,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234312,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Environmental Manager,139912,Environmental Manager,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:139912,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Environmental Research Scientist,234313,Environmental Research Scientist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234313,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Environmental Scientists nec,234399,Environmental Scientists nec,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234399,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Fibrous Plasterer,,Fibrous Plasterer,,,unclassified,missing,UNCLASSIFIED:fibrous plasterer,pontos_minimos,65,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Fitter (General),323211,Fitter (General),ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:323211,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Fitter and Turner,323212,Fitter and Turner,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:323212,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Food Technologist,234212,Food Technologist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234212,pontos_minimos,85,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Footballer,452411,Footballer,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:452411,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Forester,,Forester,,,unclassified,missing,UNCLASSIFIED:forester,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Gasfitter,334114,Gasfitter,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:334114,pontos_minimos,70,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Gastroenterologist,253316,Gastroenterologist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:253316,pontos_minimos,85,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,General Practitioner,253111,General Practitioner,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:253111,pontos_minimos,75,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Geophysicist,234412,Geophysicist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234412,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Glazier,333111,Glazier,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:333111,pontos_minimos,65,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Hydrogeologist,234413,Hydrogeologist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234413,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Intensive Care Specialist,253317,Intensive Care Specialist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:253317,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Joiner,331213,Joiner,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:331213,pontos_minimos,65,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Land Economist,224511,Land Economist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:224511,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Landscape Architect,232112,Landscape Architect,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:232112,pontos_minimos,85,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Life Scientist (General),234511,Life Scientist (General),ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234511,pontos_minimos,95,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Life Scientists nec,234599,Life Scientists nec,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234599,pontos_minimos,95,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Lift mechanic,341113,Lift Mechanic,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:341113,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Management Consultant,224713,Management Consultant,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:224713,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Marine Biologist,234516,Marine Biologist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234516,pontos_minimos,95,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Medical Diagnostic Radiographer,251211,Medical Diagnostic Radiographer,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:251211,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Medical Laboratory Scientist,234611,Medical Laboratory Scientist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:234611,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Medical Practitioners nec,253999,Medical Practitioners nec,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:253999,pontos_minimos,75,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
visto_de_convite,federal,FEDERAL,189,2026-06-04,Medical Radiation Therapist,251212,Medical Radiation Therapist,ANZSCO,2022,occupation,abs_exact_title,ANZSCO-2022:251212,pontos_minimos,80,,https://immi.homeaffairs.gov.au/visas/working-in-australia/skillselect/invitation-rounds,dados/federal/invitation-rounds.html,4d5c7c79cf4ea38c07e08b9281e080240eaeb7e01687422ba7ea5c8095da46c2,true
